ZIP code,City,State,Abbreviation,OpenEI
71921,Rosboro,Arkansas,AR,YES
72137,Rose Bud,Arkansas,AR,YES
72571,Rosie,Arkansas,AR,YES
71858,Rosston,Arkansas,AR,YES
72025,Round Mountain,Arkansas,AR,YES
72394,Round Pond,Arkansas,AR,YES
72828,Rover,Arkansas,AR,YES
72860,Rover,Arkansas,AR,YES
71665,Rowell,Arkansas,AR,YES
71968,Royal,Arkansas,AR,YES
72103,Royal Oak,Arkansas,AR,YES
72616,Rudd,Arkansas,AR,YES
72952,Rudy,Arkansas,AR,YES
72638,Rule,Arkansas,AR,YES
72645,Rumley,Arkansas,AR,YES
72031,Rupert,Arkansas,AR,YES
72153,Rushing,Arkansas,AR,YES
72139,Russell,Arkansas,AR,YES
72801,Russellville,Arkansas,AR,YES
72802,Russellville,Arkansas,AR,YES
72811,Russellville,Arkansas,AR,YES
72812,Russellville,Arkansas,AR,YES
71665,Rye,Arkansas,AR,YES
72572,Saffell,Arkansas,AR,YES
72573,Sage,Arkansas,AR,YES
71941,Saginaw,Arkansas,AR,YES
72140,Saint Charles,Arkansas,AR,YES
72464,Saint Francis,Arkansas,AR,YES
72675,Saint Joe,Arkansas,AR,YES
72760,Saint Paul,Arkansas,AR,YES
72467,Saint University,Arkansas,AR,YES
72575,Salado,Arkansas,AR,YES
72576,Salem,Arkansas,AR,YES
72653,Salesville,Arkansas,AR,YES
71652,Saline,Arkansas,AR,YES
72032,Saltillo,Arkansas,AR,YES
72040,Sand Hill,Arkansas,AR,YES
72110,Sandtown,Arkansas,AR,YES
71859,Saratoga,Arkansas,AR,YES
72198,Scholastic Parcels,Arkansas,AR,NO
72141,Scotland,Arkansas,AR,YES
72142,Scott,Arkansas,AR,YES
72863,Scranton,Arkansas,AR,YES
72064,Screeton,Arkansas,AR,YES
72143,Searcy,Arkansas,AR,YES
72145,Searcy,Arkansas,AR,YES
72149,Searcy,Arkansas,AR,YES
72465,Sedgwick,Arkansas,AR,YES
71670,Selma,Arkansas,AR,YES
71644,Shannon,Arkansas,AR,YES
72103,Shannon Hills,Arkansas,AR,YES
72150,Sheridan,Arkansas,AR,YES
72152,Sherrill,Arkansas,AR,YES
72120,Sherwood,Arkansas,AR,YES
72124,Sherwood,Arkansas,AR,YES
72088,Shirley,Arkansas,AR,YES
72153,Shirley,Arkansas,AR,YES
71653,Shives,Arkansas,AR,YES
72577,Sidney,Arkansas,AR,YES
72137,Sidon,Arkansas,AR,YES
72761,Siloam Springs,Arkansas,AR,YES
71969,Sims,Arkansas,AR,YES
72032,Skunkhollow,Arkansas,AR,YES
72160,Slovac,Arkansas,AR,YES
71762,Smackover,Arkansas,AR,YES
71647,Smearney,Arkansas,AR,YES
72466,Smithville,Arkansas,AR,YES
72379,Snow Lake,Arkansas,AR,YES
71658,Snyder,Arkansas,AR,YES
72104,Social Hill,Arkansas,AR,YES
72156,Solgohachia,Arkansas,AR,YES
72150,South Sheridan,Arkansas,AR,YES
71763,Sparkman,Arkansas,AR,YES
72762,Springdale,Arkansas,AR,YES
72764,Springdale,Arkansas,AR,YES
72765,Springdale,Arkansas,AR,YES
72766,Springdale,Arkansas,AR,YES
72157,Springfield,Arkansas,AR,YES
72058,Springhill,Arkansas,AR,YES
72734,Springtown,Arkansas,AR,YES
71860,Stamps,Arkansas,AR,YES
71667,Star City,Arkansas,AR,YES
72467,State University,Arkansas,AR,YES
71665,Staves,Arkansas,AR,YES
71764,Stephens,Arkansas,AR,YES
72081,Steprock,Arkansas,AR,YES
72070,Stony Point,Arkansas,AR,YES
71970,Story,Arkansas,AR,YES
72469,Strawberry,Arkansas,AR,YES
71765,Strong,Arkansas,AR,YES
72578,Sturkie,Arkansas,AR,YES
72160,Stuttgart,Arkansas,AR,YES
72865,Subiaco,Arkansas,AR,YES
72470,Success,Arkansas,AR,YES
72579,Sulphur Rock,Arkansas,AR,YES
72768,Sulphur Springs,Arkansas,AR,YES
72769,Summers,Arkansas,AR,YES
72677,Summit,Arkansas,AR,YES
71647,Sumpter,Arkansas,AR,YES
72164,Sweet Home,Arkansas,AR,YES
72471,Swifton,Arkansas,AR,YES
72176,Sylvania,Arkansas,AR,YES
72183,Tafton,Arkansas,AR,YES
72183,Tafton-Wrightville,Arkansas,AR,YES
71644,Tamo,Arkansas,AR,YES
71667,Tarry,Arkansas,AR,YES
71861,Taylor,Arkansas,AR,YES
71655,Tennessee,Arkansas,AR,YES
71854,Texarkana,Arkansas,AR,YES
72715,The Highlands,Arkansas,AR,YES
71658,Thebes,Arkansas,AR,YES
72165,Thida,Arkansas,AR,YES
72126,Thornburg,Arkansas,AR,YES
71766,Thornton,Arkansas,AR,YES
72166,Tichnor,Arkansas,AR,YES
71670,Tillar,Arkansas,AR,YES
72679,Tilly,Arkansas,AR,YES
72657,Timbo,Arkansas,AR,YES
72680,Timbo,Arkansas,AR,YES
71940,Tobin,Arkansas,AR,YES
71665,Toledo,Arkansas,AR,YES
72041,Tollville,Arkansas,AR,YES
72142,Toltec,Arkansas,AR,YES
72358,Tomato,Arkansas,AR,YES
72770,Tontitown,Arkansas,AR,YES
72167,Traskwood,Arkansas,AR,YES
71654,Trippe,Arkansas,AR,YES
72472,Trumann,Arkansas,AR,YES
72168,Tucker,Arkansas,AR,YES
72473,Tuckerman,Arkansas,AR,YES
72321,Tukertown,Arkansas,AR,YES
72015,Tull,Arkansas,AR,YES
72581,Tumbling Shls,Arkansas,AR,YES
72581,Tumbling Shoals,Arkansas,AR,YES
72169,Tupelo,Arkansas,AR,YES
72383,Turner,Arkansas,AR,YES
72384,Turrell,Arkansas,AR,YES
72039,Twin Groves,Arkansas,AR,YES
72331,Twist,Arkansas,AR,YES
71662,Tyro,Arkansas,AR,YES
72386,Tyronza,Arkansas,AR,YES
71655,UA Monticello,Arkansas,AR,YES
72035,UCA,Arkansas,AR,YES
72170,Ulm,Arkansas,AR,YES
71971,Umpire,Arkansas,AR,YES
72955,Uniontown,Arkansas,AR,YES
71656,University of Arkansas,Arkansas,AR,YES
72035,University of Central,Arkansas,AR,YES
72035,University of Central Ar,Arkansas,AR,YES
71768,Urbana,Arkansas,AR,NO
72616,Urbanette,Arkansas,AR,YES
72682,Valley Springs,Arkansas,AR,YES
72956,Van Buren,Arkansas,AR,YES
72957,Van Buren,Arkansas,AR,YES
71972,Vandervoort,Arkansas,AR,YES
72387,Vanndale,Arkansas,AR,YES
72683,Vendor,Arkansas,AR,YES
72114,Veterans Admin Fac,Arkansas,AR,YES
72114,Veterans Admin. Fac.,Arkansas,AR,YES
72114,Veterans Administration Faci,Arkansas,AR,YES
71647,Vick,Arkansas,AR,YES
71753,Village,Arkansas,AR,YES
72173,Vilonia,Arkansas,AR,YES
72583,Viola,Arkansas,AR,YES
72584,Violet Hill,Arkansas,AR,YES
72389,Wabash,Arkansas,AR,YES
72175,Wabbaseka,Arkansas,AR,YES
72716,Wal-Mart Inc,Arkansas,AR,YES
72474,Walcott,Arkansas,AR,YES
72475,Waldenburg,Arkansas,AR,YES
71770,Waldo,Arkansas,AR,YES
72958,Waldron,Arkansas,AR,YES
72031,Walnut Grove,Arkansas,AR,YES
72439,Walnut Ridge,Arkansas,AR,NO
72476,Walnut Ridge,Arkansas,AR,YES
72176,Ward,Arkansas,AR,YES
72478,Warm Springs,Arkansas,AR,YES
71671,Warren,Arkansas,AR,YES
71862,Washington,Arkansas,AR,YES
71674,Watson,Arkansas,AR,YES
72086,Wattensaw,Arkansas,AR,YES
72842,Waveland,Arkansas,AR,YES
72628,Wayton,Arkansas,AR,YES
72479,Weiner,Arkansas,AR,YES
72112,Weldon,Arkansas,AR,YES
72773,Wesley,Arkansas,AR,YES
72110,Wesley Chapel,Arkansas,AR,YES
72774,West Fork,Arkansas,AR,YES
71923,West Gum Springs,Arkansas,AR,YES
72390,West Helena,Arkansas,AR,YES
72118,West Marche,Arkansas,AR,YES
72301,West Memphis,Arkansas,AR,YES
72303,West Memphis,Arkansas,AR,YES
72178,West Point,Arkansas,AR,YES
72391,West Ridge,Arkansas,AR,YES
72685,Western Grove,Arkansas,AR,YES
72392,Wheatley,Arkansas,AR,YES
72704,Wheeler,Arkansas,AR,YES
71772,Whelen Springs,Arkansas,AR,YES
71602,White Hall,Arkansas,AR,YES
71612,White Hall,Arkansas,AR,YES
71961,Whitetown,Arkansas,AR,YES
72635,Whiteville,Arkansas,AR,YES
71973,Wickes,Arkansas,AR,YES
72585,Wideman,Arkansas,AR,YES
72394,Widener,Arkansas,AR,YES
72821,Wiederkehr Vg,Arkansas,AR,YES
72821,Wiederkehr Village,Arkansas,AR,YES
72179,Wilburn,Arkansas,AR,YES
72476,Williams Baptist College,Arkansas,AR,YES
72126,Williams Junction,Arkansas,AR,YES
72482,Williford,Arkansas,AR,YES
71864,Willisville,Arkansas,AR,YES
72084,Willow,Arkansas,AR,YES
71675,Wilmar,Arkansas,AR,YES
71676,Wilmot,Arkansas,AR,YES
72395,Wilson,Arkansas,AR,YES
71865,Wilton,Arkansas,AR,YES
71677,Winchester,Arkansas,AR,YES
72959,Winslow,Arkansas,AR,YES
71866,Winthrop,Arkansas,AR,YES
72587,Wiseman,Arkansas,AR,YES
71923,Witherspoon,Arkansas,AR,YES
72776,Witter,Arkansas,AR,YES
72686,Witts Springs,Arkansas,AR,YES
72101,Wiville,Arkansas,AR,YES
72476,Wms College,Arkansas,AR,YES
72530,Wolf Bayou,Arkansas,AR,YES
72130,Woodrow,Arkansas,AR,YES
72180,Woodson,Arkansas,AR,YES
72181,Wooster,Arkansas,AR,YES
72182,Wright,Arkansas,AR,YES
72183,Wrightsville,Arkansas,AR,YES
72396,Wynne,Arkansas,AR,YES
71965,Y City,Arkansas,AR,YES
71674,Yancopin,Arkansas,AR,YES
72685,Yardelle,Arkansas,AR,YES
72687,Yellville,Arkansas,AR,YES
71953,Yocana,Arkansas,AR,YES
71678,Yorktown,Arkansas,AR,YES
71677,Yukon,Arkansas,AR,YES
72601,Zinc,Arkansas,AR,YES
72556,Zion,Arkansas,AR,YES
85640,Agua Linda,Arizona,AZ,YES
85320,Aguila,Arizona,AZ,YES
85321,Ajo,Arizona,AZ,YES
86506,Allentown,Arizona,AZ,YES
85920,Alpine,Arizona,AZ,YES
85640,Amado,Arizona,AZ,YES
85645,Amado,Arizona,AZ,YES
85086,Anthem,Arizona,AZ,YES
85117,Apache Jct,Arizona,AZ,YES
85118,Apache Jct,Arizona,AZ,YES
85119,Apache Jct,Arizona,AZ,YES
85120,Apache Jct,Arizona,AZ,YES
85178,Apache Jct,Arizona,AZ,YES
85217,Apache Jct,Arizona,AZ,NO
85218,Apache Jct,Arizona,AZ,YES
85219,Apache Jct,Arizona,AZ,YES
85220,Apache Jct,Arizona,AZ,YES
85278,Apache Jct,Arizona,AZ,NO
85290,Apache Jct,Arizona,AZ,NO
85117,Apache Junction,Arizona,AZ,YES
85118,Apache Junction,Arizona,AZ,YES
85119,Apache Junction,Arizona,AZ,YES
85120,Apache Junction,Arizona,AZ,YES
85178,Apache Junction,Arizona,AZ,YES
85190,Apache Junction,Arizona,AZ,YES
85217,Apache Junction,Arizona,AZ,NO
85218,Apache Junction,Arizona,AZ,YES
85219,Apache Junction,Arizona,AZ,YES
85220,Apache Junction,Arizona,AZ,YES
85278,Apache Junction,Arizona,AZ,NO
85290,Apache Junction,Arizona,AZ,NO
85601,Arivaca,Arizona,AZ,YES
85123,Arizona City,Arizona,AZ,YES
85223,Arizona City,Arizona,AZ,NO
85724,Arizona Medical Center,Arizona,AZ,YES
85099,Arizona State Lottery,Arizona,AZ,NO
85287,Arizona State University,Arizona,AZ,YES
85322,Arlington,Arizona,AZ,YES
86320,Ash Fork,Arizona,AZ,YES
85287,ASU,Arizona,AZ,YES
85323,Avondale,Arizona,AZ,YES
85392,Avondale,Arizona,AZ,YES
85392,Avondale Goodyear,Arizona,AZ,YES
85395,Avondale Goodyear,Arizona,AZ,YES
85323,Avondale-Goodyear,Arizona,AZ,YES
85338,Avondale-Goodyear,Arizona,AZ,YES
86033,Baby Rock,Arizona,AZ,YES
86030,Bacobi,Arizona,AZ,YES
86321,Bagdad,Arizona,AZ,YES
85121,Bapchule,Arizona,AZ,YES
85221,Bapchule,Arizona,AZ,NO
85607,Bay Acres,Arizona,AZ,YES
86432,Beaver Dam,Arizona,AZ,NO
86015,Bellemont,Arizona,AZ,YES
86333,Bensch Ranch,Arizona,AZ,YES
85602,Benson,Arizona,AZ,YES
85603,Bisbee,Arizona,AZ,YES
85603,Bisbee Jct,Arizona,AZ,YES
86031,Bitahochee,Arizona,AZ,YES
85324,Black Canyon City,Arizona,AZ,YES
85324,Black Cyn City,Arizona,AZ,YES
86033,Black Mesa,Arizona,AZ,YES
85922,Blue,Arizona,AZ,YES
86520,Blue Gap,Arizona,AZ,YES
85643,Bonita,Arizona,AZ,YES
85325,Bouse,Arizona,AZ,YES
85605,Bowie,Arizona,AZ,YES
85326,Buckeye,Arizona,AZ,YES
85396,Buckeye,Arizona,AZ,YES
86426,Bullhead City,Arizona,AZ,YES
86427,Bullhead City,Arizona,AZ,YES
86429,Bullhead City,Arizona,AZ,YES
86430,Bullhead City,Arizona,AZ,YES
86439,Bullhead City,Arizona,AZ,YES
86442,Bullhead City,Arizona,AZ,YES
86446,Bullhead City,Arizona,AZ,YES
86512,Burnt Water,Arizona,AZ,YES
85775,Business Reply,Arizona,AZ,YES
85530,Bylas,Arizona,AZ,NO
86016,Cameron,Arizona,AZ,YES
86020,Cameron,Arizona,AZ,YES
86322,Camp Verde,Arizona,AZ,YES
86022,Cane Beds,Arizona,AZ,YES
85611,Canelo,Arizona,AZ,YES
86503,Canyon de Chelly National Mo,Arizona,AZ,YES
85377,Carefree,Arizona,AZ,YES
85640,Carmen,Arizona,AZ,YES
85122,Casa Grande,Arizona,AZ,YES
85123,Casa Grande,Arizona,AZ,YES
85130,Casa Grande,Arizona,AZ,YES
85193,Casa Grande,Arizona,AZ,YES
85194,Casa Grande,Arizona,AZ,YES
85222,Casa Grande,Arizona,AZ,YES
85230,Casa Grande,Arizona,AZ,NO
85293,Casa Grande,Arizona,AZ,YES
85294,Casa Grande,Arizona,AZ,YES
85602,Cascabel,Arizona,AZ,YES
85329,Cashion,Arizona,AZ,YES
85738,Catalina,Arizona,AZ,YES
85739,Catalina,Arizona,AZ,YES
85327,Cave Creek,Arizona,AZ,YES
85331,Cave Creek,Arizona,AZ,YES
86020,Cedar Ridge,Arizona,AZ,YES
85097,Census Bureau,Arizona,AZ,YES
85531,Central,Arizona,AZ,YES
86502,Chambers,Arizona,AZ,YES
85224,Chandler,Arizona,AZ,YES
85225,Chandler,Arizona,AZ,YES
85226,Chandler,Arizona,AZ,YES
85244,Chandler,Arizona,AZ,YES
85246,Chandler,Arizona,AZ,YES
85248,Chandler,Arizona,AZ,YES
85249,Chandler,Arizona,AZ,YES
85286,Chandler,Arizona,AZ,YES
85127,Chandler Heights,Arizona,AZ,YES
85227,Chandler Heights,Arizona,AZ,NO
85242,Chandler Heights,Arizona,AZ,YES
86033,Chilchinbito,Arizona,AZ,YES
86503,Chinle,Arizona,AZ,YES
86507,Chinle,Arizona,AZ,YES
86538,Chinle,Arizona,AZ,YES
86545,Chinle,Arizona,AZ,YES
86547,Chinle,Arizona,AZ,YES
86556,Chinle,Arizona,AZ,YES
86323,Chino Valley,Arizona,AZ,YES
85643,Chiricahua National Monument,Arizona,AZ,YES
86431,Chloride,Arizona,AZ,YES
85911,Cibecue,Arizona,AZ,YES
85328,Cibola,Arizona,AZ,YES
85342,Circle City,Arizona,AZ,YES
86324,Clarkdale,Arizona,AZ,YES
85923,Clay Springs,Arizona,AZ,YES
85532,Claypool,Arizona,AZ,YES
85533,Clifton,Arizona,AZ,YES
86045,Coal Mine Mesa,Arizona,AZ,YES
85606,Cochise,Arizona,AZ,YES
86021,Colorado City,Arizona,AZ,YES
85924,Concho,Arizona,AZ,YES
85924,Concho Valley,Arizona,AZ,YES
85332,Congress,Arizona,AZ,YES
85629,Continental,Arizona,AZ,YES
85128,Coolidge,Arizona,AZ,YES
85228,Coolidge,Arizona,AZ,YES
85603,Copper Queen,Arizona,AZ,YES
86333,Cordes Lakes,Arizona,AZ,YES
86505,Cornfields,Arizona,AZ,YES
86325,Cornville,Arizona,AZ,YES
85641,Corona,Arizona,AZ,YES
85641,Corona de Tuc,Arizona,AZ,YES
85641,Corona de Tucson,Arizona,AZ,YES
85711,Coronado,Arizona,AZ,YES
85652,Cortaro,Arizona,AZ,YES
86326,Cottonwood,Arizona,AZ,YES
86503,Cottonwood Station,Arizona,AZ,YES
85634,Cowlic,Arizona,AZ,YES
86511,Cross Canyon,Arizona,AZ,YES
86343,Crown King,Arizona,AZ,YES
85098,CTC,Arizona,AZ,YES
85333,Dateland,Arizona,AZ,YES
85707,Davis Monthan AFB,Arizona,AZ,YES
85708,Davis Monthan AFB,Arizona,AZ,YES
86039,Dennebito,Arizona,AZ,YES
86535,Dennehotso,Arizona,AZ,YES
85086,Desert Hills,Arizona,AZ,YES
86327,Dewey,Arizona,AZ,YES
86047,Dilkon,Arizona,AZ,YES
85707,DM AFB,Arizona,AZ,YES
86441,Dolan Springs,Arizona,AZ,YES
85643,Dos Cabezas,Arizona,AZ,YES
85617,Double Adobe,Arizona,AZ,YES
85607,Douglas,Arizona,AZ,YES
85608,Douglas,Arizona,AZ,YES
85655,Douglas,Arizona,AZ,YES
85609,Dragoon,Arizona,AZ,YES
85292,Dudleyville,Arizona,AZ,YES
85534,Duncan,Arizona,AZ,YES
85925,Eagar,Arizona,AZ,YES
85535,Eden,Arizona,AZ,YES
85543,Eden,Arizona,AZ,YES
85334,Ehrenberg,Arizona,AZ,YES
85335,El Mirage,Arizona,AZ,YES
85222,Eleven Mile,Arizona,AZ,YES
85222,Eleven Mile Corner,Arizona,AZ,YES
85610,Elfrida,Arizona,AZ,YES
85611,Elgin,Arizona,AZ,YES
85131,Eloy,Arizona,AZ,YES
85231,Eloy,Arizona,AZ,YES
85621,Fairbank,Arizona,AZ,YES
86042,First Mesa,Arizona,AZ,YES
86001,Flagstaff,Arizona,AZ,YES
86002,Flagstaff,Arizona,AZ,YES
86003,Flagstaff,Arizona,AZ,YES
86004,Flagstaff,Arizona,AZ,YES
86011,Flagstaff,Arizona,AZ,YES
86015,Flagstaff,Arizona,AZ,YES
86017,Flagstaff,Arizona,AZ,YES
86018,Flagstaff,Arizona,AZ,YES
86024,Flagstaff,Arizona,AZ,YES
86038,Flagstaff,Arizona,AZ,YES
85132,Florence,Arizona,AZ,YES
85232,Florence,Arizona,AZ,YES
85931,Forest Lakes,Arizona,AZ,YES
85926,Fort Apache,Arizona,AZ,YES
86504,Fort Defiance,Arizona,AZ,YES
85643,Fort Grant,Arizona,AZ,YES
85613,Fort Huachuca,Arizona,AZ,YES
85670,Fort Huachuca,Arizona,AZ,YES
85715,Fort Lowell,Arizona,AZ,YES
85749,Fort Lowell,Arizona,AZ,YES
85264,Fort McDowell,Arizona,AZ,YES
86426,Fort Mohave,Arizona,AZ,YES
86427,Fort Mohave,Arizona,AZ,YES
85536,Fort Thomas,Arizona,AZ,YES
85268,Fountain Hills,Arizona,AZ,YES
85269,Fountain Hills,Arizona,AZ,YES
85268,Fountain Hls,Arizona,AZ,YES
85269,Fountain Hls,Arizona,AZ,YES
86022,Fredonia,Arizona,AZ,YES
86052,Fredonia,Arizona,AZ,YES
85634,Fresnal Canyon,Arizona,AZ,YES
85635,Fry,Arizona,AZ,YES
85336,Gadsden,Arizona,AZ,YES
86505,Ganado,Arizona,AZ,YES
86540,Ganado,Arizona,AZ,YES
85309,Gbafaf,Arizona,AZ,YES
85337,Gila Bend,Arizona,AZ,YES
85233,Gilbert,Arizona,AZ,YES
85234,Gilbert,Arizona,AZ,YES
85295,Gilbert,Arizona,AZ,YES
85296,Gilbert,Arizona,AZ,YES
85297,Gilbert,Arizona,AZ,YES
85298,Gilbert,Arizona,AZ,YES
85299,Gilbert,Arizona,AZ,YES
85610,Gleeson,Arizona,AZ,YES
85301,Glendale,Arizona,AZ,YES
85302,Glendale,Arizona,AZ,YES
85303,Glendale,Arizona,AZ,YES
85304,Glendale,Arizona,AZ,YES
85305,Glendale,Arizona,AZ,YES
85306,Glendale,Arizona,AZ,YES
85307,Glendale,Arizona,AZ,YES
85308,Glendale,Arizona,AZ,YES
85309,Glendale,Arizona,AZ,YES
85310,Glendale,Arizona,AZ,YES
85311,Glendale,Arizona,AZ,YES
85312,Glendale,Arizona,AZ,YES
85318,Glendale,Arizona,AZ,YES
85309,Glendale Luke AFB,Arizona,AZ,YES
85501,Globe,Arizona,AZ,YES
85502,Globe,Arizona,AZ,YES
85218,Gold Canyon,Arizona,AZ,YES
86436,Golden Shores,Arizona,AZ,YES
86413,Golden Valley,Arizona,AZ,YES
85338,Goodyear,Arizona,AZ,YES
85395,Goodyear,Arizona,AZ,YES
86023,Grand Canyon,Arizona,AZ,YES
86434,Grand Canyon Caverns,Arizona,AZ,YES
86023,Grand Canyon National Park,Arizona,AZ,YES
86401,Grasshopper Junction,Arizona,AZ,YES
86016,Gray Mountain,Arizona,AZ,YES
86505,Greasewood,Arizona,AZ,YES
86507,Greasewood Springs,Arizona,AZ,YES
85637,Greaterville,Arizona,AZ,YES
85614,Green Valley,Arizona,AZ,YES
85622,Green Valley,Arizona,AZ,YES
86040,Greenehaven,Arizona,AZ,YES
85927,Greer,Arizona,AZ,YES
86303,Groom Creek,Arizona,AZ,YES
85634,Gu Achi,Arizona,AZ,YES
85283,Guadalupe,Arizona,AZ,YES
86411,Hackberry,Arizona,AZ,YES
86042,Hano,Arizona,AZ,YES
86024,Happy Jack,Arizona,AZ,YES
86039,Hard Rock,Arizona,AZ,YES
85624,Harshaw,Arizona,AZ,YES
86403,Havasu City,Arizona,AZ,YES
86435,Havasupai Indian Reservation,Arizona,AZ,YES
85930,Hawley Lake,Arizona,AZ,YES
85135,Hayden,Arizona,AZ,YES
85235,Hayden,Arizona,AZ,NO
85928,Heber,Arizona,AZ,YES
85931,Heber,Arizona,AZ,YES
85615,Hereford,Arizona,AZ,YES
85236,Higley,Arizona,AZ,YES
85632,Hilltop,Arizona,AZ,YES
86025,Holbrook,Arizona,AZ,YES
86028,Holbrook,Arizona,AZ,YES
86029,Holbrook,Arizona,AZ,YES
86031,Holbrook,Arizona,AZ,YES
86039,Hopi Indian Reservation,Arizona,AZ,YES
86030,Hotevilla,Arizona,AZ,YES
86506,Houck,Arizona,AZ,YES
86508,Houck,Arizona,AZ,YES
85616,Huachuca City,Arizona,AZ,YES
86503,Huachuca Terrace,Arizona,AZ,YES
86412,Hualapai,Arizona,AZ,YES
86505,Hubbell Trading Post National,Arizona,AZ,YES
86329,Humboldt,Arizona,AZ,YES
86511,Hunters Point,Arizona,AZ,YES
85744,I B M Corp,Arizona,AZ,YES
86514,Immanuel Mission,Arizona,AZ,YES
86031,Indian Wells,Arizona,AZ,YES
86305,Iron Springs,Arizona,AZ,YES
86330,Iron Springs,Arizona,AZ,NO
86022,Jacob Lake,Arizona,AZ,YES
86034,Jeddito,Arizona,AZ,YES
86331,Jerome,Arizona,AZ,YES
86032,Joseph City,Arizona,AZ,YES
86022,Kaibab,Arizona,AZ,YES
86022,Kaibab Indian Reservation,Arizona,AZ,YES
86053,Kaibeto,Arizona,AZ,YES
85643,Kansas Settlement,Arizona,AZ,YES
86033,Kayenta,Arizona,AZ,YES
86034,Keams Canyon,Arizona,AZ,YES
85137,Kearny,Arizona,AZ,NO
85237,Kearny,Arizona,AZ,NO
86505,Kin-Li-Chee,Arizona,AZ,YES
86401,Kingman,Arizona,AZ,YES
86402,Kingman,Arizona,AZ,YES
86409,Kingman,Arizona,AZ,YES
86411,Kingman,Arizona,AZ,YES
86412,Kingman,Arizona,AZ,YES
86413,Kingman,Arizona,AZ,YES
86437,Kingman,Arizona,AZ,YES
86445,Kingman,Arizona,AZ,YES
85705,Kino,Arizona,AZ,YES
85640,Kinsley Ranch,Arizona,AZ,YES
86332,Kirkland,Arizona,AZ,YES
86505,Klagetoh,Arizona,AZ,YES
85643,Klondyke,Arizona,AZ,YES
86039,Kykotsmovi,Arizona,AZ,YES
86039,Kykotsmovi Village,Arizona,AZ,YES
86403,Lake Havasu City,Arizona,AZ,YES
86404,Lake Havasu City,Arizona,AZ,YES
86405,Lake Havasu City,Arizona,AZ,YES
86406,Lake Havasu City,Arizona,AZ,YES
86401,Lake Mead Rancheros,Arizona,AZ,YES
86342,Lake Montezuma,Arizona,AZ,YES
86040,Lake Powell Mart,Arizona,AZ,YES
85929,Lakeside,Arizona,AZ,YES
85339,Laveen,Arizona,AZ,YES
86035,Leupp,Arizona,AZ,YES
86047,Leupp Corner,Arizona,AZ,YES
85340,Litchfield,Arizona,AZ,YES
85340,Litchfield Park,Arizona,AZ,YES
85634,Little Tucson,Arizona,AZ,YES
86432,Littlefield,Arizona,AZ,NO
85624,Lochiel,Arizona,AZ,YES
86503,Low Mountain,Arizona,AZ,YES
85603,Lowell,Arizona,AZ,YES
86507,Lukachukai,Arizona,AZ,YES
85307,Luke AFB,Arizona,AZ,YES
85309,Luke AFB,Arizona,AZ,YES
85341,Lukeville,Arizona,AZ,YES
86508,Lupton,Arizona,AZ,YES
85614,Madera Canyon,Arizona,AZ,YES
85618,Mammoth,Arizona,AZ,YES
86538,Many Farms,Arizona,AZ,YES
85653,Marana,Arizona,AZ,YES
85658,Marana,Arizona,AZ,YES
86036,Marble Canyon,Arizona,AZ,YES
85138,Maricopa,Arizona,AZ,YES
85139,Maricopa,Arizona,AZ,YES
85238,Maricopa,Arizona,AZ,YES
85239,Maricopa,Arizona,AZ,YES
85365,Martinez Lake,Arizona,AZ,YES
86333,Mayer,Arizona,AZ,YES
85617,Mc Neal,Arizona,AZ,YES
85930,McNary,Arizona,AZ,YES
85617,McNeal,Arizona,AZ,YES
86444,Meadview,Arizona,AZ,YES
86505,Mennonite Mission,Arizona,AZ,YES
85201,Mesa,Arizona,AZ,YES
85202,Mesa,Arizona,AZ,YES
85203,Mesa,Arizona,AZ,YES
85204,Mesa,Arizona,AZ,YES
85205,Mesa,Arizona,AZ,YES
85206,Mesa,Arizona,AZ,YES
85207,Mesa,Arizona,AZ,YES
85208,Mesa,Arizona,AZ,YES
85209,Mesa,Arizona,AZ,YES
85210,Mesa,Arizona,AZ,YES
85211,Mesa,Arizona,AZ,YES
85212,Mesa,Arizona,AZ,YES
85213,Mesa,Arizona,AZ,YES
85214,Mesa,Arizona,AZ,YES
85215,Mesa,Arizona,AZ,YES
85216,Mesa,Arizona,AZ,YES
85274,Mesa,Arizona,AZ,YES
85275,Mesa,Arizona,AZ,YES
85277,Mesa,Arizona,AZ,YES
85602,Mescal,Arizona,AZ,YES
86514,Mexican Water,Arizona,AZ,YES
85539,Miami,Arizona,AZ,YES
85615,Miracle Valley,Arizona,AZ,YES
86043,Mishongnovi,Arizona,AZ,YES
85706,Mission,Arizona,AZ,YES
85239,Mobile,Arizona,AZ,YES
86022,Moccasin,Arizona,AZ,YES
86045,Moenave,Arizona,AZ,YES
86045,Moenkopi,Arizona,AZ,YES
86440,Mohave Valley,Arizona,AZ,YES
86446,Mohave Valley,Arizona,AZ,YES
85540,Morenci,Arizona,AZ,YES
86038,Mormon Lake,Arizona,AZ,YES
85342,Morristown,Arizona,AZ,YES
85619,Mount Lemmon,Arizona,AZ,YES
86017,Munds Park,Arizona,AZ,YES
85620,Naco,Arizona,AZ,YES
86011,Nau,Arizona,AZ,YES
86515,Navajo Indian Reservation,Arizona,AZ,YES
86505,Navajo Station,Arizona,AZ,YES
86540,Nazlini,Arizona,AZ,YES
86039,New Oraibi,Arizona,AZ,YES
85087,New River,Arizona,AZ,YES
85615,Nicksville,Arizona,AZ,YES
